dataset,model,n_omics,omic_combination,balanced_accuracy_mean,macro_f1_mean,accuracy_mean,macro_precision_mean,macro_recall_mean,weighted_f1_mean,mcc_mean,cohen_kappa_mean,macro_roc_auc_ovr_mean,weighted_roc_auc_ovr_mean,macro_pr_auc_ovr_mean,log_loss_mean,brier_score_mean,ece_mean,balanced_accuracy_sd,macro_f1_sd,accuracy_sd,macro_precision_sd,macro_recall_sd,weighted_f1_sd,mcc_sd,cohen_kappa_sd,macro_roc_auc_ovr_sd,weighted_roc_auc_ovr_sd,macro_pr_auc_ovr_sd,log_loss_sd,brier_score_sd,ece_sd,n_units
TCGA-BRCA,integrao,3,mrna+dnam+cnv,0.81375166029175,0.7855014842260942,0.7913990614648508,0.7718465181110602,0.81375166029175,0.7967527871051155,0.6886749212232283,0.6827728866887887,0.9342762583481785,0.9222539114194838,0.8386372921925654,0.5415451714732735,0.3122073063309608,0.07250339568267138,0.002665275088624147,0.0018759909063886145,0.0022213518847964756,0.0009239159557311212,0.002665275088624147,0.0019894092296378336,0.0028879031500024356,0.003261432816980451,0.0020958502506813457,0.0024492876499495565,0.004202987216811483,0.006353260140418435,0.004724582685701399,0.003395502838154636,3
TCGA-BRCA,integrao,3,mrna+dnam+mirna,0.8444470372301605,0.819419795628682,0.8300775978407557,0.8063508553636062,0.8444470372301605,0.834702882686248,0.7444770910967163,0.7396409771489756,0.9603704899746063,0.9523612590852055,0.8840122109258752,0.42020972675230056,0.24204626134907362,0.05713736657248609,0.004461026734217384,0.004859805622443157,0.004583392164438621,0.005017290288054742,0.004461026734217384,0.004578675047953047,0.006279332042753998,0.006712205530563913,0.00032300899313928973,0.0006192263705527895,0.0016975931174870685,0.003917380446903416,0.001970339425489197,0.002346833228564074,3
TCGA-BRCA,integrao,3,mrna+dnam+rppa,0.8550372654365517,0.8325228465097476,0.8362213992148203,0.8207583512240091,0.8550372654365517,0.8406282167312922,0.7527556426015858,0.7482487737545394,0.960453217170946,0.9519970700353939,0.8970377489718796,0.40440484086911827,0.23642500413445502,0.05637330333910744,0.004957412589268829,0.0037866867041506888,0.0028092849711826955,0.001953293547235859,0.004957412589268829,0.0027761687389122993,0.004578834910736259,0.0046640916250658224,0.0007076641688708997,0.001047491402433588,0.0017870262320460154,0.0020884427424880674,0.001158620634477027,0.0008180035276328911,3
TCGA-BRCA,integrao,3,mrna+mirna+cnv,0.8107419069787385,0.7773742405337986,0.7951420837933996,0.7594838137812266,0.8107419069787385,0.7996855499796153,0.6933089021086554,0.6882077145914601,0.9372103247014323,0.9274554789589134,0.8330132257555419,0.5432083655056413,0.3071806370819971,0.06731362554816894,0.004178428364258777,0.004583490435653291,0.003643181764177931,0.006214842514252787,0.004178428364258777,0.003499137906188918,0.0057193960951078746,0.0054460272455313695,0.0012554578021298011,0.001770419129247012,0.0030696247088172293,0.006952472046149257,0.0037234108109737403,0.0023701500247475514,3
TCGA-BRCA,integrao,3,mrna+rppa+cnv,0.8044465146539396,0.7748260490541897,0.7891443534535639,0.7597485508860845,0.8044465146539396,0.7941036811844149,0.684162765707757,0.6788282942476229,0.9336776587798852,0.922303705519849,0.8273067278830668,0.568143783906841,0.3177531069735378,0.06554817047409596,0.004586870245027766,0.002150578603975795,0.0009582020999553039,0.0011021444203094914,0.004586870245027766,0.0014414959218196632,0.0022345009128084355,0.0019622172917508137,0.0016196491768519648,0.002274956017984795,0.009468236542047691,0.0035770301136631593,0.002927039391950103,0.0061060246008849805,3
TCGA-BRCA,integrao,3,mrna+rppa+mirna,0.8613838045269476,0.8373762501959033,0.8458996595509753,0.8254429811132313,0.8613838045269476,0.8500359935765939,0.7676194552829583,0.7632440968384063,0.9670809474751477,0.9604738132374376,0.9075710178776842,0.38181849006023816,0.22079216396526521,0.05544735441474554,0.00664558958927792,0.007791124952101979,0.007463578760533065,0.008015858104439763,0.00664558958927792,0.007535582854838793,0.010419757103250571,0.011068869883521905,0.0011749895248329711,0.0012511932587444933,0.002274195967154062,0.0018321486376625137,0.00536213533178548,0.0016505896113377663,3
TCGA-BRCA,integrao,3,rppa+mirna+cnv,0.7892625055956168,0.7588931410038141,0.7877066464237518,0.7434645080846113,0.7892625055956168,0.7929536541539091,0.6802616156902993,0.6757627839177852,0.9305285352248989,0.9248367789367423,0.8087809082057634,0.5730748267175269,0.3185514570608717,0.06359111346108447,0.008933424047022217,0.006791781337206365,0.010260733336632943,0.005640478560845604,0.008933424047022217,0.010150210929115618,0.014874971696155823,0.015163598181317897,0.0018385213016350673,0.0022027789565217297,0.004198889077101181,0.00018202251274767,0.004057779717671564,0.006234144672025841,3
TCGA-BRCA,integrao,4,dnam+rppa+mirna+cnv,0.8302292099556962,0.805776871443444,0.8185701907741381,0.7934588605129775,0.8302292099556962,0.8234579480116965,0.7263565701553228,0.7215795052085708,0.9514871426454832,0.9446960755461417,0.8650605286100327,0.47358547606059886,0.26593466935728727,0.06526956979907415,0.004594259082539007,0.004859989593549486,0.0052858221443976335,0.005737287842146537,0.004594259082539007,0.005310077374670193,0.008062924821834763,0.007886118057518914,0.001502906690176243,0.001167558146224858,0.004286155882550966,0.005379072778436469,0.0020929061073387606,0.005339411619498062,3
TCGA-BRCA,integrao,4,mrna+dnam+mirna+cnv,0.839010892523803,0.8117377379506813,0.8204825328180592,0.7970189980504649,0.839010892523803,0.82482553782522,0.7302574985304763,0.725355040501951,0.9524662442148922,0.9432214846547254,0.8747293073359467,0.46230390688520356,0.2644734944368096,0.06205739165876515,0.0014365887784828183,0.0039116940054260575,0.0036145700675939605,0.005235044783227579,0.0014365887784828183,0.003057074748660086,0.0039989397867850615,0.004729022821600404,0.0008976569865536829,0.0007766697949650385,0.0012081700373764383,0.004289728812893031,0.001826566135792152,0.0013491569709202374,3
TCGA-BRCA,integrao,4,mrna+dnam+rppa+cnv,0.837881942114208,0.8121227635694801,0.8167797662863453,0.798927273267824,0.837881942114208,0.8215741578712693,0.7249024447785598,0.7196743128071361,0.9518264424178341,0.9421885329697597,0.8764767987572825,0.46175657217534005,0.2675921185366053,0.06363227091201518,0.004912820385790241,0.005328811040427629,0.00668171868378411,0.0065729392858323975,0.004912820385790241,0.00605287830373771,0.009743384431559365,0.009760554571373653,0.0012929797721663882,0.0016122342919444943,0.004792552338452569,0.008731062404617265,0.004604063639005892,0.005054581285564649,3
TCGA-BRCA,integrao,4,mrna+dnam+rppa+mirna,0.8649421749327834,0.8431427370078547,0.8477115537970801,0.8312777092231496,0.8649421749327834,0.851862867516281,0.770108818408298,0.7656972659887972,0.9672283180792172,0.9607615076833181,0.9093999378690171,0.3755806943574027,0.21780379618862736,0.05441328064346026,0.00860798781995089,0.005546507613053409,0.0060315530094161365,0.0030254413587378153,0.00860798781995089,0.005939251484408183,0.00963199940565448,0.009593813284511787,0.0012499749091908114,0.001345993290360409,0.00211878269700482,0.002641955286492304,0.002820996227515297,0.00047211417624949524,3
TCGA-BRCA,integrao,4,mrna+rppa+mirna+cnv,0.8425530334217441,0.8130843529025077,0.8258971291866027,0.7977570640347916,0.8425530334217441,0.8300600555312814,0.738395162945504,0.7335068498802014,0.9542972429821065,0.9467723060292589,0.8747039524020517,0.4552934423236085,0.2609040627897401,0.06691688515192538,0.0038530356446207998,0.004715585197841051,0.006127168373963884,0.005408342575438435,0.0038530356446207998,0.005803817851690817,0.008480366117593462,0.008900703821017911,0.0018080832382219587,0.001579693763165111,0.004874681200550503,0.0050544460248564795,0.002815416297100732,0.008477633308320014,3
TCGA-BRCA,integrao,5,mrna+dnam+rppa+mirna+cnv,0.851248632268928,0.826342246330094,0.834285670469881,0.8138456283213668,0.851248632268928,0.8385218109985434,0.7500933379070777,0.7453695738430529,0.9613010128378284,0.953592426770494,0.8956910758105893,0.4105364012303127,0.2376793072197846,0.06496565975322577,0.004139982587445797,0.006315938240368042,0.005976454965797415,0.0065992330496539575,0.004139982587445797,0.005565899466137152,0.008461159661000773,0.008645582561730588,0.0016520165643596947,0.0015557581632286922,0.004559174546590503,0.011065579378304156,0.005344362712477298,0.0004928091150370657,3
TCGA-BRCA,logreg_early,1,cnv,0.5202731030120554,0.5065735936737888,0.5698135198135198,0.5057429141196184,0.5202731030120554,0.5697654300414058,0.3303258152833627,0.32809664392842514,0.7374692866168567,0.7282586482047394,0.5176436297552448,1.2205241509171678,0.6089067682242283,0.16292843739387794,0.012115130741994624,0.012919353669669786,0.0076857097542888195,0.01129949879893738,0.012115130741994624,0.01067084595808161,0.017701210156327127,0.017939917809205876,0.0047868537982561216,0.006453207190497861,0.0077378829970545186,0.01600085747635889,0.010024441939807107,0.010269586225782317,3
TCGA-BRCA,logreg_early,1,dnam,0.5708153693655468,0.5630110876314568,0.6040424487792909,0.6140702591455934,0.5708153693655468,0.6185467465046364,0.4108600257204749,0.39389226643823877,0.8297959444702739,0.8134360334511656,0.6354324248512764,0.981117262464454,0.5036164173812371,0.12466849455560476,0.004955274738602214,0.015320303833726776,0.013875360373023147,0.01823946586553984,0.004955274738602214,0.011702620156321784,0.01799307310737663,0.017947053822711247,0.0036503132127571262,0.0038405283952428365,0.007215048621788378,0.006626379082098245,0.0051753299778889445,0.005647447327518083,3
TCGA-BRCA,logreg_early,1,mirna,0.7351766618678249,0.709142699712202,0.7453027235921973,0.7001582989476652,0.7351766618678249,0.752221646029648,0.6201747844801886,0.6134832112844189,0.9249356103326165,0.9188505473401984,0.8114432685044995,0.7172553904273199,0.3546345039801861,0.12210628496905002,0.01179591648186356,0.014192651138831246,0.011573598155139008,0.014704494225640819,0.01179591648186356,0.010980699597859741,0.016784016938724985,0.017010343259652578,0.003630733492205677,0.0016725549776853742,0.004244400080772191,0.023468236477300133,0.006877554890971705,0.005773998435560202,3
TCGA-BRCA,logreg_early,1,mrna,0.7853268777539152,0.767696329533473,0.7919473070788859,0.757578126951926,0.7853268777539152,0.7947101769421758,0.6788343932764649,0.6766470729192955,0.9421468385211957,0.9350486060453953,0.8567119998022475,0.6157771312829284,0.30257172168796065,0.09346690360738925,0.009889397854217597,0.007474866044392094,0.004999032813445696,0.007304190323923992,0.009889397854217597,0.005002967948251313,0.00737661246443583,0.007144618709469179,0.0014434196251306196,0.0009527759618169813,0.0025219325287159614,0.013896254082081005,0.004365904654605456,0.00201235310337239,3
TCGA-BRCA,logreg_early,1,rppa,0.715827859041307,0.7242656833071915,0.7564854005643479,0.740785221009791,0.715827859041307,0.7549007043155768,0.6090730618457214,0.6066947703591091,0.9037455899621595,0.8900753799542577,0.7720977938436521,0.8101543110015079,0.3972612254107441,0.16427394351721156,0.00816977325446263,0.005952626933311299,0.0044023155817837405,0.0061134898151109585,0.00816977325446263,0.004710714461674435,0.007717042018303776,0.007768493205459693,0.0029754282075644574,0.0024156261968952177,0.006683518878496967,0.014683292594397795,0.003686792914821749,0.0049634515763595476,3
